File,LOC,CC,MaxCC,NPM,NOC,Imports,Label
jax/_src/pallas/pipelining/internal.py,89,26,4,9,3,4,0
jax/_src/pallas/pipelining/schedulers.py,549,80,18,23,4,14,0
jax/_src/pallas/triton/pallas_call_registration.py,215,28,23,3,0,15,0
jax/_src/pallas/triton/__init__.py,13,0,0,0,0,0,0
jax/_src/pallas/triton/lowering.py,2969,529,32,118,7,38,0
jax/_src/pallas/triton/primitives.py,707,98,20,29,2,23,0
jax/_src/pallas/triton/core.py,32,1,1,0,1,2,0
jax/_src/pallas/mosaic/pallas_call_registration.py,708,120,30,15,0,28,0
jax/_src/pallas/mosaic/__init__.py,13,0,0,0,0,0,0
jax/_src/pallas/mosaic/lowering.py,5372,884,53,227,12,66,0
jax/_src/pallas/mosaic/error_handling.py,160,19,5,7,2,8,0
jax/_src/pallas/mosaic/sc_primitives.py,1284,184,11,56,2,29,0
jax/_src/pallas/mosaic/random.py,214,23,5,13,0,14,0
jax/_src/pallas/mosaic/sc_lowering.py,783,124,23,19,0,23,0
jax/_src/pallas/mosaic/pipeline.py,2276,389,28,131,4,34,0
jax/_src/pallas/mosaic/tpu_info.py,642,93,14,19,5,10,0
jax/_src/pallas/mosaic/sc_core.py,334,65,9,25,3,13,0
jax/_src/pallas/mosaic/helpers.py,90,5,2,10,0,6,0
jax/_src/pallas/mosaic/primitives.py,1300,185,29,71,4,24,0
jax/_src/pallas/mosaic/core.py,639,108,12,35,13,19,0
jax/_src/pallas/mosaic/interpret/params.py,192,17,5,4,3,6,0
jax/_src/pallas/mosaic/interpret/thread_map.py,123,10,6,6,0,7,0
jax/_src/pallas/mosaic/interpret/__init__.py,13,0,0,0,0,0,0
jax/_src/pallas/mosaic/interpret/vector_clock.py,46,9,3,6,0,1,0
jax/_src/pallas/mosaic/interpret/shared_memory.py,960,147,16,48,5,14,0
jax/_src/pallas/mosaic/interpret/race_detection_state.py,188,38,11,5,1,6,0
jax/_src/pallas/mosaic/interpret/utils.py,424,109,15,27,6,13,0
jax/_src/pallas/mosaic/interpret/interpret_pallas_call.py,2526,268,50,62,3,37,0
jax/_src/scipy/signal.py,1198,166,47,19,0,22,0
